Reporting_Year / Année;NPRI_ID / No_INRP;Facility_Name / Installation;Company_Name / Dénomination_sociale_de_l'entreprise;NAICS / Code_SCIAN;Province / Province;CAS_Number / No_CAS;Substance Name (English) / Nom de substance (Anglais);Substance Name (French) / Nom de substance (Français);Group (English) / Groupe (Anglais);Group (French) / Groupe (Français);Category (English) / Catégorie (Anglais);Category (French) / Catégorie (Français);Quantity / Quantité;Units / Unités;Estimation_Method / Méthode_d’estimation 
2003;3292;USINE DE NEW RICHMOND;EMBALLAGES SMURFIT-STONE CANADA INC.;322130;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;8.303;tonnes;M3
2003;3292;USINE DE NEW RICHMOND;EMBALLAGES SMURFIT-STONE CANADA INC.;322130;QC;75-07-0;Acetaldehyde;Acétaldéhyde;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.731;tonnes;E2
2003;3292;USINE DE NEW RICHMOND;EMBALLAGES SMURFIT-STONE CANADA INC.;322130;QC;107-21-1;Ethylene glycol;Éthylèneglycol;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;2.694;tonnes;E2
2003;3406;METAL PRIMAIRE USINE ARVIDA;RIO TINTO ALCAN;331313;QC;50-32-8;Benzo(a)pyrene - PAH;Benzo(a)pyrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.1;kg;M3
2003;3406;METAL PRIMAIRE USINE ARVIDA;RIO TINTO ALCAN;331313;QC;1985-01-08;Phenanthrene - PAH;Phénanthrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.03;kg;M3
2003;3406;METAL PRIMAIRE USINE ARVIDA;RIO TINTO ALCAN;331313;QC;129-00-0;Pyrene - PAH;Pyrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.1;kg;M3
2003;3406;METAL PRIMAIRE USINE ARVIDA;RIO TINTO ALCAN;331313;QC;56-55-3;Benzo(a)anthracene - PAH;Benzo(a)anthracène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.045;kg;M3
2003;3406;METAL PRIMAIRE USINE ARVIDA;RIO TINTO ALCAN;331313;QC;193-39-5;Indeno(1,2,3-CD)pyrene - PAH;Indeno(1,2,3-c,d)pyrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.045;kg;M3
2003;3406;METAL PRIMAIRE USINE ARVIDA;RIO TINTO ALCAN;331313;QC;206-44-0;Fluoranthene - PAH;Fluoranthène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.843;kg;M3
2003;3568;LACHINE;STELFIL LTÉE;331222;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;16;kg;M3
2003;3571;STATION D'ÉPURATION DES EAUX USÉES;VILLE DE MONTRÉAL;221320;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;2735;kg;M3
2003;3571;STATION D'ÉPURATION DES EAUX USÉES;VILLE DE MONTRÉAL;221320;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;426;tonnes;M1
2003;3571;STATION D'ÉPURATION DES EAUX USÉES;VILLE DE MONTRÉAL;221320;QC;NA - 04;Chromium (and its compounds);Chrome (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;5.617;tonnes;M3
2003;3571;STATION D'ÉPURATION DES EAUX USÉES;VILLE DE MONTRÉAL;221320;QC;NA - 03;Cadmium (and its compounds);Cadmium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;379;kg;M3
2003;3571;STATION D'ÉPURATION DES EAUX USÉES;VILLE DE MONTRÉAL;221320;QC;NA - 14;Zinc (and its compounds);Zinc (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;47.137;tonnes;M3
2003;3571;STATION D'ÉPURATION DES EAUX USÉES;VILLE DE MONTRÉAL;221320;QC;NA - 10;Mercury (and its compounds);Mercure (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;96.1;kg;O
2003;3571;STATION D'ÉPURATION DES EAUX USÉES;VILLE DE MONTRÉAL;221320;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;49.216;tonnes;M3
2003;3571;STATION D'ÉPURATION DES EAUX USÉES;VILLE DE MONTRÉAL;221320;QC;NA - 06;Copper (and its compounds);Cuivre (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;30.842;tonnes;M3
2003;3571;STATION D'ÉPURATION DES EAUX USÉES;VILLE DE MONTRÉAL;221320;QC;NA - 02;Arsenic (and its compounds);Arsenic (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0;kg;M3
2003;3623;FONDERIE HORNE;NORANDA INC;331529;QC;NA - 02;Arsenic (and its compounds);Arsenic (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;485;kg;M3
2003;3623;FONDERIE HORNE;NORANDA INC;331529;QC;NA - 03;Cadmium (and its compounds);Cadmium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;91;kg;M3
2003;3623;FONDERIE HORNE;NORANDA INC;331529;QC;NA - 01;Antimony (and its compounds);Antimoine (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0;tonnes;M3
2003;3623;FONDERIE HORNE;NORANDA INC;331529;QC;NA - 04;Chromium (and its compounds);Chrome (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0;tonnes;M3
2003;3623;FONDERIE HORNE;NORANDA INC;331529;QC;NA - 14;Zinc (and its compounds);Zinc (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;5.348;tonnes;M3
2003;3623;FONDERIE HORNE;NORANDA INC;331529;QC;NA - 13;Silver (and its compounds);Argent (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0;tonnes;M3
2003;3623;FONDERIE HORNE;NORANDA INC;331529;QC;NA - 12;Selenium (and its compounds);Sélénium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.5;tonnes;M3
2003;3623;FONDERIE HORNE;NORANDA INC;331529;QC;NA - 10;Mercury (and its compounds);Mercure (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;4;kg;M3
2003;3623;FONDERIE HORNE;NORANDA INC;331529;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;2.765;tonnes;M3
2003;3623;FONDERIE HORNE;NORANDA INC;331529;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;378;kg;M3
2003;3623;FONDERIE HORNE;NORANDA INC;331529;QC;NA - 06;Copper (and its compounds);Cuivre (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.916;tonnes;M3
2003;3623;FONDERIE HORNE;NORANDA INC;331529;QC;118-74-1;Hexachlorobenzene;Hexachlorobenzène;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;;grams;M3 BL
2003;3634;USINE DE VARENNES;PÉTROMONT, SOCIÉTÉ EN COMMANDITE;325110;QC;108-88-3;Toluene;Toluène;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.012;tonnes;M3
2003;3634;USINE DE VARENNES;PÉTROMONT, SOCIÉTÉ EN COMMANDITE;325110;QC;71-43-2;Benzene;Benzène;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.034;tonnes;M3
2003;3634;USINE DE VARENNES;PÉTROMONT, SOCIÉTÉ EN COMMANDITE;325110;QC;1330-20-7;Xylene (mixed isomers);Xylène (mélange d'isomères);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.057;tonnes;M3
2003;3649;ACIERIE;ISPAT SIDBEC INC.;331110;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;106;kg;M3
2003;3649;ACIERIE;ISPAT SIDBEC INC.;331110;QC;NA - 14;Zinc (and its compounds);Zinc (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.265;tonnes;M3
2003;3651;TUBERIE;ISPAT SIDBEC INC.;331210;QC;NA - 14;Zinc (and its compounds);Zinc (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.01;tonnes;M3
2003;3653;ACUFIL (SOCIETE EN COMMANDITE);SOCIETE EN COMMANDITE;332619;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;89.378;kg;M3
2003;3812;MANUFACTURIER DE PRODUITS DE FIL MÉTALLIQUE;SIVACO QUÉBEC DIVISION D'IVACO INC.;331222;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;51.9;kg;O
2003;3828;DIVISION AMOS;COMPAGNIE ABITIBI-CONSOLIDATED DU CANADA;322122;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;11.768;tonnes;E2
2003;3828;DIVISION AMOS;COMPAGNIE ABITIBI-CONSOLIDATED DU CANADA;322122;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;2.747;tonnes;M3
2003;3828;DIVISION AMOS;COMPAGNIE ABITIBI-CONSOLIDATED DU CANADA;322122;QC;67-56-1;Methanol;Méthanol;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;2.973;tonnes;E2
2003;3828;DIVISION AMOS;COMPAGNIE ABITIBI-CONSOLIDATED DU CANADA;322122;QC;107-21-1;Ethylene glycol;Éthylèneglycol;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;2.117;tonnes;M2
2003;3828;DIVISION AMOS;COMPAGNIE ABITIBI-CONSOLIDATED DU CANADA;322122;QC;NA - 03;Cadmium (and its compounds);Cadmium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;6;kg;M3
2003;3897;RAFFINERIE DE MONTREAL;PETRO-CANADA;324110;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;30.538;tonnes;M3
2003;3897;RAFFINERIE DE MONTREAL;PETRO-CANADA;324110;QC;1330-20-7;Xylene (mixed isomers);Xylène (mélange d'isomères);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.33;tonnes;M3
2003;3897;RAFFINERIE DE MONTREAL;PETRO-CANADA;324110;QC;71-43-2;Benzene;Benzène;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.33;tonnes;M3
2003;3897;RAFFINERIE DE MONTREAL;PETRO-CANADA;324110;QC;100-41-4;Ethylbenzene;Éthylbenzène;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.165;tonnes;M3
2003;3897;RAFFINERIE DE MONTREAL;PETRO-CANADA;324110;QC;108-88-3;Toluene;Toluène;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.33;tonnes;M3
2003;3897;RAFFINERIE DE MONTREAL;PETRO-CANADA;324110;QC;NA - 11;Nickel (and its compounds);Nickel (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.031;tonnes;O
2003;3897;RAFFINERIE DE MONTREAL;PETRO-CANADA;324110;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;78.091;kg;O
2003;3897;RAFFINERIE DE MONTREAL;PETRO-CANADA;324110;QC;NA - 10;Mercury (and its compounds);Mercure (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.469;kg;O
2003;3928;RAFFINERIE JEAN-GAULIN;ULTRAMAR;324110;QC;193-39-5;Indeno(1,2,3-CD)pyrene - PAH;Indeno(1,2,3-c,d)pyrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.032;kg;M3
2003;3928;RAFFINERIE JEAN-GAULIN;ULTRAMAR;324110;QC;205-99-2;Benzo(b)fluoranthene - PAH;Benzo(b)fluoranthène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.032;kg;M3
2003;3928;RAFFINERIE JEAN-GAULIN;ULTRAMAR;324110;QC;194-59-2;7H-Dibenzo(c,g)carbazole - PAH;7H-Dibenzo(c,g)carbazole - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.032;kg;M3
2003;3928;RAFFINERIE JEAN-GAULIN;ULTRAMAR;324110;QC;53-70-3;Dibenzo(a,h)anthracene - PAH;Dibenz(a,h)anthracène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.032;kg;M3
2003;3928;RAFFINERIE JEAN-GAULIN;ULTRAMAR;324110;QC;198-55-0;Perylene - PAH;Pérylène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.032;kg;M3
2003;3928;RAFFINERIE JEAN-GAULIN;ULTRAMAR;324110;QC;218-01-9;Benzo(a)phenanthrene - PAH;Benzo(a)phénanthrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.032;kg;M3
2003;3928;RAFFINERIE JEAN-GAULIN;ULTRAMAR;324110;QC;129-00-0;Pyrene - PAH;Pyrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.032;kg;M3
2003;3928;RAFFINERIE JEAN-GAULIN;ULTRAMAR;324110;QC;NA - 10;Mercury (and its compounds);Mercure (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.032;kg;M3
2003;3928;RAFFINERIE JEAN-GAULIN;ULTRAMAR;324110;QC;206-44-0;Fluoranthene - PAH;Fluoranthène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.032;kg;M3
2003;3928;RAFFINERIE JEAN-GAULIN;ULTRAMAR;324110;QC;224-42-0;Dibenz(a,j)acridine - PAH;Dibenz(a,j)acridine - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.032;kg;M3
2003;3928;RAFFINERIE JEAN-GAULIN;ULTRAMAR;324110;QC;7783-06-04;Hydrogen sulphide;Sulfure d'hydrogène;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.218;tonnes;M3
2003;3928;RAFFINERIE JEAN-GAULIN;ULTRAMAR;324110;QC;192-97-2;Benzo(e)pyrene - PAH;Benzo(e)pyrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.032;kg;M3
2003;3928;RAFFINERIE JEAN-GAULIN;ULTRAMAR;324110;QC;1985-01-08;Phenanthrene - PAH;Phénanthrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.032;kg;M3
2003;3928;RAFFINERIE JEAN-GAULIN;ULTRAMAR;324110;QC;189-55-9;Dibenzo(a,i)pyrene - PAH;Dibenzo(a,i)pyrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.032;kg;M3
2003;3928;RAFFINERIE JEAN-GAULIN;ULTRAMAR;324110;QC;50-32-8;Benzo(a)pyrene - PAH;Benzo(a)pyrène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.032;kg;M3
2003;3928;RAFFINERIE JEAN-GAULIN;ULTRAMAR;324110;QC;56-55-3;Benzo(a)anthracene - PAH;Benzo(a)anthracène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.032;kg;M3
2003;3928;RAFFINERIE JEAN-GAULIN;ULTRAMAR;324110;QC;191-24-2;Benzo(g,h,i)perylene - PAH;Benzo(g,h,i)pérylène - HAP;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.032;kg;M3
2003;3928;RAFFINERIE JEAN-GAULIN;ULTRAMAR;324110;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;12.47;tonnes;M3
2003;3953;ACIERS INOXYDABLES ATLAS;ACIER INOXYDABLE SLATER INCORPORÉE;331110;QC;NA - 17;Nitrate ion in solution at pH >= 6.0;Nitrate (ion en sol. à un pH de >= 6.0);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;417;tonnes;O
2003;4068;USINE DE QUÉBEC;COMMANDITÉ STADACONA INC. ( SITE QUEBEC );322122;QC;NA - 14;Zinc (and its compounds);Zinc (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;5.11;tonnes;M3
2003;4068;USINE DE QUÉBEC;COMMANDITÉ STADACONA INC. ( SITE QUEBEC );322122;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;11.004;tonnes;M3
2003;4068;USINE DE QUÉBEC;COMMANDITÉ STADACONA INC. ( SITE QUEBEC );322122;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;25.361;tonnes;M3
2003;4402;NOT AVAILABLE;NOVA PB INC.;331529;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.14;kg;M3
2003;4788;N/A;SPRUCE FALLS INC. / DIVISION TEMBEC MATANE;322111;QC;67-56-1;Methanol;Méthanol;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.01;tonnes;E2
2003;4788;N/A;SPRUCE FALLS INC. / DIVISION TEMBEC MATANE;322111;QC;NA - 17;Nitrate ion in solution at pH >= 6.0;Nitrate (ion en sol. à un pH de >= 6.0);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;11.12;tonnes;M1
2003;4788;N/A;SPRUCE FALLS INC. / DIVISION TEMBEC MATANE;322111;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.003;kg;E2
2003;4788;N/A;SPRUCE FALLS INC. / DIVISION TEMBEC MATANE;322111;QC;NA - 03;Cadmium (and its compounds);Cadmium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;7.37;kg;E2
2003;4788;N/A;SPRUCE FALLS INC. / DIVISION TEMBEC MATANE;322111;QC;NA - 02;Arsenic (and its compounds);Arsenic (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;17.381;kg;E2
2003;4790;NOT AVAILABLE;F.F.SOUCY INC.;322122;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;12.005;tonnes;E2
2003;4790;NOT AVAILABLE;F.F.SOUCY INC.;322122;QC;NA - 03;Cadmium (and its compounds);Cadmium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;9.17;kg;M3
2003;4790;NOT AVAILABLE;F.F.SOUCY INC.;322122;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.441;tonnes;M3
2003;4790;NOT AVAILABLE;F.F.SOUCY INC.;322122;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;12.065;tonnes;M3
2003;4790;NOT AVAILABLE;F.F.SOUCY INC.;322122;QC;NA - 08;Lead (and its compounds);Plomb (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;20.67;kg;M3
2003;4790;NOT AVAILABLE;F.F.SOUCY INC.;322122;QC;67-56-1;Methanol;Méthanol;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.379;tonnes;E2
2003;4798;USINE DE ST-RAYMOND;SPRUCE FALLS, TEMBEC, GROUPE DES PAPIERS;322111;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;4;tonnes;O
2003;4803;USINE DE CLERMONT;LA COMPAGNIE ABITIBI-CONSOLIDATED DU CANADA;322122;QC;NA - 22;Phosphorus (total);Phosphore (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;15.129;tonnes;M3
2003;4803;USINE DE CLERMONT;LA COMPAGNIE ABITIBI-CONSOLIDATED DU CANADA;322122;QC;67-56-1;Methanol;Méthanol;Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;0.01;tonnes;E2
2003;4803;USINE DE CLERMONT;LA COMPAGNIE ABITIBI-CONSOLIDATED DU CANADA;322122;QC;NA - 03;Cadmium (and its compounds);Cadmium (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;13.08;kg;M3
2003;4803;USINE DE CLERMONT;LA COMPAGNIE ABITIBI-CONSOLIDATED DU CANADA;322122;QC;NA - 17;Nitrate ion in solution at pH >= 6.0;Nitrate (ion en sol. à un pH de >= 6.0);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;29.817;tonnes;E2
2003;4803;USINE DE CLERMONT;LA COMPAGNIE ABITIBI-CONSOLIDATED DU CANADA;322122;QC;NA - 09;Manganese (and its compounds);Manganèse (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;3.04;tonnes;E2
2003;4806;COMPLEXE MÉTALLURGIQUE DE SOREL-TRACY;QIT-FER ET TITANE INC.;331110;QC;NA - 04;Chromium (and its compounds);Chrome (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;1.901;tonnes;M3
2003;4870;BEAUHARNOIS;NEXEN CHEMICALS CANADA LIMITED PARTNERSHIP;325189;QC;NA - 19;Hexavalent chromium (and its compounds);Chrome hexavalent (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;12.685;kg;M3
2003;4870;BEAUHARNOIS;NEXEN CHEMICALS CANADA LIMITED PARTNERSHIP;325189;QC;NA - 16;Ammonia (total);Ammoniac (total);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;2.041;tonnes;O
2003;4918;MINE LOUVICOURT;LES RESSOURCES AUR INC;;QC;NA - 02;Arsenic (and its compounds);Arsenic (et ses composés);Releases to Water;Rejets dans les plans d'eau;Direct Discharges;Évacuation directes;8.26;kg;M3
