Year of last filed report / L'année de la déclaration la plus récente;NPRI ID / ID INRP;Company Name / Raison Sociale;Facility Name / Nom de l'installation;Address line 1 / Première ligne d’adresse;Address line 2 / Deuxième ligne d’adresse;City / Ville;Province / Province;Postal Code / Code postal;Physical Land Survey Description / Description de l'arpentage;Physical National Topographical Description / Description topographique nationale;Latitude / Latitude;Longitude / Longitude;Datum / Datum;Key Industrial Sector Code / Code des Secteurs industriels clés;Key Industrial Sector (English) / Secteurs industriels clés (Anglais);Key Industrial Sector (French) / Secteurs industriels clés (Français);Census Sub Division Unique ID / No unique de la Subdivision de recensement (SDR);Census Sub Division / Nom de la Subdivision de recensement (SDR);Census Metropolitan Area Unique ID / No unique de la Région métropolitaine de recensement;Census Metropolitan Area / Nom de la Région métropolitaine de recensement;Economic Region Unique ID / No unique de la Région économique;Economic Region Name / Nom de la  Région économique;Unique Ecozone ID / No unique de l’Écozone;English Ecozone Name / Nom englais de l’Écozone;French Ecozone Name / Nom français de l’Écozone;Unique ID of the Major Drainage Area from the Water Survey of Canada (WSC) / No unique de l’aire de drainage principale des Relevés hydrologiques du Canada (RHC);Major Drainage Area English Name / Nom englais de l’aire de drainage principale ;Major Drainage Area French Name / Nom français de l’aire de drainage principale 
2012;8789;MINES RICHMONT INC;DIVISION FRANCOEUR;199 Provencher Avenue;;Rouyn-Noranda;QC;J0Z1B0;;;48.21295;-79.28893;1983;8;Mining and Quarrying;Extraction minière et exploitation en carrière;2486042;Rouyn-Noranda;485;Rouyn-Noranda;2465;Abitibi - Témiscamingue;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8790;Transcontinental Inc;Transcontinental Direct Montreal;4491 des Grandes Prairies Boulevard;;Saint-Léonard;QC;H1R1A5;;;45.5861;-73.6231;1983;6;Other Manufacturing;Autres fabrication;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8791;Holding GMCR Canada Inc.  Usine Montreal;8300 19ème Avenue;8300 19ème Avenue Nord;;Montréal;QC;h1z4j8;;;45.5713;-73.6093;1983;6;Other Manufacturing;Autres fabrication;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2013;8795;JAZZ AVIATION LP;BAGOTVILLE AIRPORT;7000 Ch. de L'Aeroport Road;;La Baie;QC;G7B3N8;;;48.3325;-70.9927;1983;11;Other (Except Manufacturing);Autres (sauf fabrication);2494068;Saguenay;408;Saguenay;2475;Saguenay - Lac-Saint-Jean;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8796;Praxair Canada Inc.;Praxair Canada Inc.,  Varennes Carbon Dioxide Plant;3325 Marie Victorin;;Varennes;QC;J3X1P7;;;45.7078;-73.4219;1983;3;Chemicals;Produits chimiques;2459020;Varennes;462;Montréal;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2011;8797;GRANULCO INC;GRANULCO;1 - 646 Du moulin;;Sacre-coeur;QC;G0T1Y0;;;48.2815;-69.8821;1983;19;Wood Products;Produits en bois;2495010;Sacré-Coeur;;;2480;Côte-Nord;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8798;The Versacold Logistics;Cote de Liesse;6100  Cote de Liesse Street;;Ville St. Laurent;QC;H4T1E3;;;45.4879;-73.6868;1983;11;Other (Except Manufacturing);Autres (sauf fabrication);2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2011;8800;RESSOURCES MÉTANOR INC.;MINE BARRY;200 Chemin de la mine;;Desmaraisville;QC;J0Y1H0;;;48.9869;-75.7703;1983;8;Mining and Quarrying;Extraction minière et exploitation en carrière;2489040;Senneterre;;;2465;Abitibi - Témiscamingue;6;Boreal Shield;Bouclier boréal;3;Northern Québec and Labrador Drainage Area;Aire de drainage du Nord du Québec et du Labrador
2013;8801;SOCIÉTÉ EN COMMANDITE SCIERIE OPITCIWAN;SCIERIE OPITCIWAN (SOCIÉTÉ EN COMMANDITE);km 164, route Obedjiwan;;Obedjiwan;QC;G0W 3B0;;;48.6707;-74.9336;1983;19;Wood Products;Produits en bois;2490804;Obedjiwan;446;La Tuque;2470;Mauricie;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2011;5583;CARTIER CHEMICALS LTD.;SAME;445 21st Avenue;;Lachine;QC;H8S3T8;;;45.438905;-73.683661;1983;3;Chemicals;Produits chimiques;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8803;Les mines Opinaca ltée;Eleonore project;853 Rideau Boulevard;;Rouyn-Noranda;QC;J9Y0G3;;;52.7003;-76.0775;1983;8;Mining and Quarrying;Extraction minière et exploitation en carrière;2499060;Baie-James;;;2490;Nord-du-Québec;15;Hudson Plain;Plaines hudsonniennes;3;Northern Québec and Labrador Drainage Area;Aire de drainage du Nord du Québec et du Labrador
2011;8804;BEAUBOIS;BEAUBOIS;521 Avenue 6ième avenue Nord;;St-Georges;QC;G5Y0H1;;;46.1213;-70.6953;1983;19;Wood Products;Produits en bois;2429073;Saint-Georges;428;Saint-Georges;2425;Chaudière - Appalaches;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2011;8805;DISTRIBUTIONS AMD INC;DISTRIBUTIONS AMD INC;1301 Avenue Valleyfield;;Laval;QC;H7C2K5;;;45.6159;-73.6601;1983;3;Chemicals;Produits chimiques;2465005;Laval;462;Montréal;2445;Laval;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8806;Baldor Électric Canada inc.;Baldor Électric Canada inc.;180 Gagnon Boulevard;;Sainte-Claire;QC;G0R2V0;;;46.6022;-70.8593;1983;6;Other Manufacturing;Autres fabrication;2419055;Sainte-Claire;;;2425;Chaudière - Appalaches;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8807;Silicium Québec SEC;Quebec Silicon LP;6500 Yvon-Trudeau;;Bécancour;QC;G9H2V8;;;46.3712;-72.3881;1983;7;Metals (Except Aluminum and Iron and Steel);Métaux (sauf aluminium et fer et acier);2438010;Bécancour;442;Trois-Rivières;2433;Centre-du-Québec;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;8808;Halo Pharmaceutique Canada;Halo Pharmaceutique Canada;17800 Lapointe Rue;;Mirabel;QC;J7J 1P3;;;45.68983;-73.9296;1983;3;Chemicals;Produits chimiques;2474005;Mirabel;462;Montréal;2455;Laurentides;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2010;8809;RESSOURCES MÉTANOR INC.;MINE BARRY;200 Chemin de la mine Road;;Desmaraisville;QC;J0Y1H0;;;48.9869;-75.7703;1983;8;Mining and Quarrying;Extraction minière et exploitation en carrière;2489040;Senneterre;;;2465;Abitibi - Témiscamingue;6;Boreal Shield;Bouclier boréal;3;Northern Québec and Labrador Drainage Area;Aire de drainage du Nord du Québec et du Labrador
2014;8810;Ville de Trois-Rivières;Étangs aérés de Trois-Rivières;1501 Bradley;;Trois-Rivières;QC;G8V 2V9;;;46.4232;-72.4901;1983;18;Water and Wastewater Systems;Systèmes d'eau et des eaux usées;2437067;Trois-Rivières;442;Trois-Rivières;2470;Mauricie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;10006;Permacon Group;Permacon - Montreal;8140 Bombardier Street;;Anjou;QC;H1J1A4;;;45.6155;-73.5766;1983;2;Cement, Lime and Other Non-Metallic Minerals;Ciment, chaux et autres produits minéraux non métalliques;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2006;10007;GROUP PERMACON;PERMACON - SHERBROOKE;1080 Panneton Street;;Sherbrooke;QC;J1K2B4;;;45.3885;-71.9392;1983;;;;2443027;Sherbrooke;433;Sherbrooke;2430;Estrie;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;10008;Permacon Group;Permacon - Trois-Rivieres;1100 Normand Boulevard;;Trois-Rivières;QC;G9A2W6;;;46.3372;-72.556;1983;2;Cement, Lime and Other Non-Metallic Minerals;Ciment, chaux et autres produits minéraux non métalliques;2437067;Trois-Rivières;442;Trois-Rivières;2470;Mauricie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;10009;Permacon Group;Permacon - Quebec;8845 Pierre Bertrand Boulevard;;Québec;QC;G2K1W2;;;46.8533;-71.3001;1983;2;Cement, Lime and Other Non-Metallic Minerals;Ciment, chaux et autres produits minéraux non métalliques;2423027;Québec;421;Québec;2420;Capitale-Nationale;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2010;10078;ARRISCRAFT INTERNATIONAL LP;ST-ETIENNE PLANT;500 la gabelle;;Saint-Etienne-des-Grès;QC;G0X2P0;;;46.4361;-72.7532;1983;2;Cement, Lime and Other Non-Metallic Minerals;Ciment, chaux et autres produits minéraux non métalliques;2451090;Saint-Étienne-des-Grès;;;2470;Mauricie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6197;Demix Béton, division de Holcim (Canada) inc.;Demix Béton Valleyfield;189 des Bétonnières Rue;;Valleyfield;QC;J6S 0A5;;;45.266;-74.1474;1983;2;Cement, Lime and Other Non-Metallic Minerals;Ciment, chaux et autres produits minéraux non métalliques;2470052;Salaberry-de-Valleyfield;465;Salaberry-de-Valleyfield;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6228;Robots Machineries;ROBOTS MACHINERIES- ST-LAURENT;2670 Paulus;;Saint-Laurent;QC;H4S1G1;;;45.495327;-73.746028;1983;3;Chemicals;Produits chimiques;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6334;Produits forestiers Résolu;Usine Normandin;1165 Industrielle;;Normandin;QC;G8M 4S9;;;48.829003;-72.517093;1983;19;Wood Products;Produits en bois;2492040;Normandin;;;2475;Saguenay - Lac-Saint-Jean;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2010;10213;IMPERIAL OIL;BAIE-COMEAU TERMINAL;21 Maritime Route;;Baie-Comeau;QC;G4Z2L6;;;49.253969;-68.145361;1983;9;Oil & Gas Pipelines and Storage;Stockage et transport par gazoducs d'huile et de gaz;2496020;Baie-Comeau;406;Baie-Comeau;2480;Côte-Nord;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;10230;IMPERIAL OIL;Sept-Iles Terminal;18 Rue Retty;;Sept-Iles;QC;G4R5V1;;;50.197081;-66.373193;1983;9;Oil & Gas Pipelines and Storage;Stockage et transport par gazoducs d'huile et de gaz;2497007;Sept-Îles;412;Sept-Îles;2480;Côte-Nord;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;10252;ADM Agri-Industries;ADM AGRI-INDUSTRIES - ADM Milling Co. - Royal Mill;950 Mill Street 1st Floor;;Montreal;QC;H3C1Y4;;;45.4921;-73.5506;1983;6;Other Manufacturing;Autres fabrication;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;10253;ADM Agri-Industries;ADM AGRI-INDUSTRIES - ADM Milling Co. - Notre Dame;3800 Notre Dame Street East;;Montreal;QC;H1W2J8;;;45.5446;-73.5346;1983;6;Other Manufacturing;Autres fabrication;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;10280;National Silicates Partnership;Valleyfield;132 Fabre;;Valleyfield;QC;J6S4K9;;;45.2692;-74.1132;1983;3;Chemicals;Produits chimiques;2470052;Salaberry-de-Valleyfield;465;Salaberry-de-Valleyfield;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6336;Produits forestiers Résolu;Scierie Roberval;1181 St-Joseph;;Roberval;QC;G8H 2M3;;;48.528017;-72.228348;1983;19;Wood Products;Produits en bois;2491025;Roberval;;;2475;Saguenay - Lac-Saint-Jean;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2007;10368;HORIZON MILLING GP;MONTREAL- CAKE PLANT;6630 Hutchison Street;;Montréal;QC;H2V4R1;;;45.5272;-73.6163;1983;6;Other Manufacturing;Autres fabrication;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;10369;Ardent Mills ULC;Montreal Flour plant;2110 Notre-Dame W. Rue Ouest;;Montréal;QC;H3J1N2;;;45.4852;-73.5704;1983;6;Other Manufacturing;Autres fabrication;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2009;10408;MULTIPLE-PAKFOLD BUSINESS FORMS;MULTIPLE-PAKFOLD BUSINESS FORMS - DORVAL;290, avenue Guthrie;;Dorval;QC;H9P2V2;;;45.4509;-73.7302;1983;6;Other Manufacturing;Autres fabrication;2466087;Dorval;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;10457;Lafarge Construction & Materials;Carrière Klock;636 Klock Chemin;;Aylmer;QC;J9H5E4;;;45.433635;-75.845962;1983;8;Mining and Quarrying;Extraction minière et exploitation en carrière;2481017;Gatineau;505;Ottawa - Gatineau;2460;Outaouais;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2013;10458;COCO PAVING INC.;GATINEAU HMA PLANT;28 Granby Street;;Gatineau;QC;J8P1T2;;;45.5082;-75.5489;1983;12;Petroleum and Coal Product Refining and Mfg.;Fabrication et raffinage des produits du pétrole et du charbon;2481017;Gatineau;505;Ottawa - Gatineau;2460;Outaouais;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;10463;Lafarge Canada inc.;Usine à béton Brossard;3855  Isabelle;;Brossard;QC;J4Y2R2;;;45.426686;-73.466241;1983;2;Cement, Lime and Other Non-Metallic Minerals;Ciment, chaux et autres produits minéraux non métalliques;2458007;Brossard;462;Montréal;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;10464;Lafarge Canada inc.;Usine à béton Gatineau;315  De Lanoraie;;Gatineau;QC;J8P7Z9;;;45.5082;-75.5489;1983;2;Cement, Lime and Other Non-Metallic Minerals;Ciment, chaux et autres produits minéraux non métalliques;2481017;Gatineau;505;Ottawa - Gatineau;2460;Outaouais;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;10465;Lafarge Canada inc.;Usine à béton St-Laurent;4000  Hickmore;;Saint-Laurent;QC;H4T1K2;;;45.482416;-73.689208;1983;2;Cement, Lime and Other Non-Metallic Minerals;Ciment, chaux et autres produits minéraux non métalliques;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2012;10467;LAFARGE CANADA INC.;VAUDREUIL RMC PLANT;1249 Labossiere;;Vaudreuil;QC;J7V5V5;;;45.39;-74.0759;1983;2;Cement, Lime and Other Non-Metallic Minerals;Ciment, chaux et autres produits minéraux non métalliques;2471083;Vaudreuil-Dorion;462;Montréal;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;6339;Produits forestiers Résolu;Produits Forestiers La Tuque;240 site Vallières;;La Tuque;QC;G9X 3P3;;;47.2932;-72.7536;1983;19;Wood Products;Produits en bois;2490012;La Tuque;446;La Tuque;2470;Mauricie;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;10497;Parmalat Canada Inc.;Marieville;2350 St. Cesaire;;Marieville;QC;J3M1E1;;;45.4344;-73.1496;1983;6;Other Manufacturing;Autres fabrication;2455048;Marieville;;;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2002;10548;SMURFIT-MBI;ST. LAURENT;1035 Hodge Street;;St. Laurent;QC;H4N 2B4;;;45.5132;-73.666;1983;14;Pulp and Paper;Pâte à papier et papier;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2012;10549;ROCKTENN - CONTAINER CANADA, L.P.;ROCKTENN CANADA TOWN MOUNT ROYAL;5550 Royalmount Avenue;;Town of Mount Royal;QC;H4P1H7;;;45.4945;-73.6648;1983;14;Pulp and Paper;Pâte à papier et papier;2466072;Mont-Royal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2012;10713;CANADA BUILDING MATERIALS CO.;CBM HULL PLANT 33;1 Cousineau;;Gatineau;QC;J8Y3M8;;;45.438;-75.73;1983;2;Cement, Lime and Other Non-Metallic Minerals;Ciment, chaux et autres produits minéraux non métalliques;2481017;Gatineau;505;Ottawa - Gatineau;2460;Outaouais;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2008;10743;CROWN METAL PACKAGING CANADA LP;CROWN METAL PACKAGING CANADA LP  - PLANT 258 DORVAL;1177- 55th Avenue;;Dorval;QC;H9P2W7;;;45.456;-73.7231;1983;6;Other Manufacturing;Autres fabrication;2466087;Dorval;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2008;10827;LAFARGE CANADA INC.;ST. FAUSTIN AGG;Route 117;;St. Faustin;QC;J0T2G0;;;46.1249;-74.4081;1983;;;;2478047;Saint-Faustin--Lac-Carré;;;2455;Laurentides;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2010;10828;LAFARGE CANADA INC.;MANIWAKI AGG;de la Ferme Joseph;;Deleage;QC;J9E3A8;;;46.3981;-75.8913;1983;8;Mining and Quarrying;Extraction minière et exploitation en carrière;2483070;Déléage;;;2460;Outaouais;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;10829;Lafarge Canada inc.;Carrière St-Constant;436 de la Petite Cote;;St. Constant;QC;J0L1X0;;;45.344;-73.5402;1983;8;Mining and Quarrying;Extraction minière et exploitation en carrière;2467005;Saint-Mathieu;462;Montréal;2435;Montérégie;8;MixedWood Plain;Plaines à foréts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2013;10831;LAFARGE CANADA INC.;AYLMER TEMPLETON QUARRY;980 Notre Dame;;Gatineau;QC;J8P7G7;;;45.4839;-75.5978;1983;8;Mining and Quarrying;Extraction minière et exploitation en carrière;2481017;Gatineau;505;Ottawa - Gatineau;2460;Outaouais;8;MixedWood Plain;Plaines à foréts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;10940;Lafarge Canada inc.;Usine à béton St-Jérôme;300 des Matigny;;St. Jerome;QC;J7Y4C9;;;45.78219;-74.02541;1983;2;Cement, Lime and Other Non-Metallic Minerals;Ciment, chaux et autres produits minéraux non métalliques;2475017;Saint-Jérôme;462;Montréal;2455;Laurentides;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;10943;Canada Bread Co. Ltd.;Canada Bread - Usine Levis;171 St- Joseph;;Levis;QC;G6V1C8;;;46.8228;-71.1707;1983;6;Other Manufacturing;Autres fabrication;2425213;Lévis;421;Québec;2425;Chaudière - Appalaches;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;10944;Canada Bread Co. Ltd.;Canada Bread Usine Beauport;553 Royale Avenue;;Québec;QC;G1E1Y4;;;46.8592;-71.1947;1983;6;Other Manufacturing;Autres fabrication;2423027;Québec;421;Québec;2420;Capitale-Nationale;8;MixedWood Plain;Plaines à foréts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;10945;Canada Bread Co. Ltd.;Canada Bread - Usine St-Come;1295  1st Avenue;;St-Come-de-Linieres;QC;G0M1J0;;;46.0587;-70.528;1983;6;Other Manufacturing;Autres fabrication;2429057;Saint-Côme--Linière;;;2425;Chaudière - Appalaches;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;11012;Bunge Canada Holdings I ULC;BUNGE DU CANADA - QUÉBEC CITY PLANT;300  Dalhousie;;Québec;QC;G1K7R3;;;46.82136;-71.2025;1983;11;Other (Except Manufacturing);Autres (sauf fabrication);2423027;Québec;421;Québec;2420;Capitale-Nationale;8;MixedWood Plain;Plaines à foréts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2004;11102;OXFORD PROPERTIES GROUP INC.;PLACE DE LA CATHEDRALE;600 de Mainsonneuve Blvd West;;Montréal;QC;H3A3J2;;;45.5045;-73.571;1983;11;Other (Except Manufacturing);Autres (sauf fabrication);2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2006;11126;CIBA SPECIALTY CHEMICALS CANADA INC.;CIBA SPECIALTY CHEMICALS CANADA INC.;795 rue Craig;;St-Nicolas;QC;G7A2N2;;;46.6989;-71.3058;1983;3;Chemicals;Produits chimiques;2425213;Lévis;421;Québec;2425;Chaudière - Appalaches;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2007;11143;OXFORD PROPERTIES GROUP INC.;1100 RENE LEVESQUE BOULEVARD;1100 Rene Levesque Boulevard;;Montréal;QC;H3B4N4;;;45.4983;-73.5704;1983;;;;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;11309;Praxair Canada Inc.;PRAXAIR CANADA INC. PAT CARBON DIOXIDE PRODUCTION PLANT;3500 3rd Avenue;;Montréal;QC;H1B4P9;;;45.6387;-73.5188;1983;3;Chemicals;Produits chimiques;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2009;11468;CLARIANT (CANADA) INC. MASTERBATCHES DIVISION;LACHINE;2300 46TH AVE.;;LACHINE;QC;H8T2P3;;;45.4614;-73.719;1983;13;Plastics and Rubber;Plastiques et caoutchouc;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2008;11610;GENERAL ELECTRIC CANADA;SEPT-ILES, QUEBEC;425 Rue Quebec;;Sept-Iles;QC;G4R1J8;;;50.2151;-66.3679;1983;;;;2497007;Sept-Îles;412;Sept-Îles;2480;Côte-Nord;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;11611;Bunge Canada Holdings I ULC;BUNGE DU CANADA - STE ROSALIE;6120  Des Seigneurs;;Saint-Hyacinthe;QC;J2R1Z9;;;45.6259;-72.911;1983;11;Other (Except Manufacturing);Autres (sauf fabrication);2454048;Saint-Hyacinthe;452;Saint-Hyacinthe;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
